01207,080  ,0800000,ﾎｯｶｲﾄﾞｳ,ｵﾋﾞﾋﾛｼ,ｲｶﾆｹｲｻｲｶﾞﾅｲﾊﾞｱｲ,北海道,帯広市,以下に掲載がない場合,0,0,0,0,0,0
01207,080  ,0800835,ﾎｯｶｲﾄﾞｳ,ｵﾋﾞﾋﾛｼ,ｲﾅﾀﾞﾁｮｳ,北海道,帯広市,稲田町,0,0,0,0,0,0
01207,080  ,0800833,ﾎｯｶｲﾄﾞｳ,ｵﾋﾞﾋﾛｼ,ｲﾅﾀﾞﾁｮｳｷｾﾝ,北海道,帯広市,稲田町基線,0,0,0,0,0,0
01207,080  ,0800834,ﾎｯｶｲﾄﾞｳ,ｵﾋﾞﾋﾛｼ,ｲﾅﾀﾞﾁｮｳﾆｼ,北海道,帯広市,稲田町西,0,0,0,0,0,0
01207,080  ,0800832,ﾎｯｶｲﾄﾞｳ,ｵﾋﾞﾋﾛｼ,ｲﾅﾀﾞﾁｮｳﾋｶﾞｼ,北海道,帯広市,稲田町東,0,0,0,0,0,0
01207,080  ,0800831,ﾎｯｶｲﾄﾞｳ,ｵﾋﾞﾋﾛｼ,ｲﾅﾀﾞﾁｮｳﾐﾅﾐ,北海道,帯広市,稲田町南,0,0,0,0,0,0
01207,08021,0802121,ﾎｯｶｲﾄﾞｳ,ｵﾋﾞﾋﾛｼ,ｲﾜﾅｲﾁｮｳ,北海道,帯広市,岩内町,0,0,0,0,0,0
01207,08021,0802122,ﾎｯｶｲﾄﾞｳ,ｵﾋﾞﾋﾛｼ,ｲﾜﾅｲﾁｮｳﾀﾞｲ1ｷｾﾝ,北海道,帯広市,岩内町第１基線,0,0,0,0,0,0
01207,08021,0802123,ﾎｯｶｲﾄﾞｳ,ｵﾋﾞﾋﾛｼ,ｲﾜﾅｲﾁｮｳﾆｼ,北海道,帯広市,岩内町西,0,0,0,0,0,0
01207,08021,0802124,ﾎｯｶｲﾄﾞｳ,ｵﾋﾞﾋﾛｼ,ｲﾜﾅｲﾁｮｳﾋｶﾞｼ,北海道,帯広市,岩内町東,0,0,0,0,0,0
